sep=;
Population size: 1000
Generation amount: 1000
Crossing probability: 0,7
Mutation probability: 0,1
Tournament parameter: 50


Deviation : 13515,0665436097
PopulationNumber;Best;Average;Worst
445;-551582,11446971;-574849,590724976;-618095,393969585
446;-551058,1592109;-574761,754325063;-615617,290559184
447;-551830,183843251;-574744,339810008;-617682,284573397
448;-551353,621983997;-574792,398860405;-615697,661957409
449;-550803,651806512;-574512,974038502;-614488,500715195
450;-550118,264731482;-574682,990401776;-617891,987198768
451;-549348,655319595;-574277,873461082;-618530,252937604
452;-549136,536055413;-573844,665397517;-616008,758138669
453;-549214,313698788;-573550,992690951;-616534,244204656
454;-549847,0941923;-573403,455536028;-613859,47811874
455;-548614,272408841;-573225,471397274;-613126,878245842
456;-548265,784579471;-572959,870617071;-611826,141378929
457;-548375,807579178;-572708,002756231;-616051,325307475
458;-547827,032668556;-572588,868658452;-615696,986469964
459;-548155,052130946;-572732,031455538;-615823,482050331
460;-547845,344539439;-572382,87304537;-614744,78702912
461;-547248,334546934;-572350,817018539;-613793,510125403
462;-547384,351717248;-571911,796844405;-618179,497527981
463;-547235,315320564;-571393,857353452;-613554,972793944
464;-547022,054671851;-570376,358070095;-610830,069882786
465;-546138,764554248;-569441,861303131;-610188,266202767
466;-546780,066931101;-569503,466862266;-609802,901243572
467;-546145,471417514;-569355,771623758;-614936,985962363
468;-546007,917159265;-569068,885259208;-610783,09838009
469;-545553,555564963;-569382,2229742;-612808,903793171
470;-545012,060987659;-567879,064221095;-608859,020001363
471;-544427,782582801;-567460,086925729;-608963,243345743
472;-544121,543334283;-567060,355524043;-607139,129623297
473;-544155,323372175;-566437,86463321;-604373,107086741
474;-543395,264425776;-566353,880795502;-606462,996872662
475;-543623,610656557;-565774,783003922;-606588,667516092
476;-543192,887380834;-566453,075117656;-606596,208394319
477;-542593,259112727;-566619,986298268;-606933,029592409
478;-542293,502878347;-566867,196646022;-611174,990312309
479;-542120,23441853;-566459,652633915;-607900,784034522
480;-541748,124695274;-565535,697460172;-608201,470575869
481;-541021,80359264;-564821,722150572;-607507,480697101
482;-540841,5310861;-565061,363618211;-604938,529085476
483;-541245,005174528;-564895,914590022;-606530,56606469
484;-540549,964525496;-564718,114475031;-605309,530463004
485;-540228,107678181;-563951,242319653;-605348,617625494
486;-540574,560880391;-563366,728317973;-605382,904458327
487;-540677,130350671;-563354,422950497;-605153,606872143
488;-540218,552550912;-562885,667611114;-602240,170587097
489;-540120,411088503;-562541,335132992;-600595,643204439
490;-540112,963632585;-562842,737568484;-604136,048945501
491;-538996,37015539;-562793,111244046;-603037,234899161
492;-538914,051692099;-563252,667061727;-602866,40073556
493;-539028,786173569;-562768,786348364;-606334,085108362
494;-538215,56882085;-562589,035435325;-603455,958219967
495;-538199,11658555;-561845,878826435;-602982,552763544
496;-537926,633714125;-561309,93230475;-603550,373027756
497;-537484,004194456;-561036,7870372;-604362,293700512
498;-537369,332504724;-560857,719783989;-602075,893545887
499;-537271,712688436;-560833,820154521;-600434,101618891
500;-537053,540240419;-560123,861572266;-598786,37547167
501;-537100,310560229;-560110,757577574;-603216,790774442
502;-536930,690017998;-559577,174710591;-599667,580320148
503;-536302,095076934;-559583,022510952;-599648,100809857
504;-536583,261462613;-559943,41656424;-603492,098871295
505;-536253,971517418;-560375,831034585;-600437,508180107
506;-536101,471671747;-559905,957186304;-601311,419271326
507;-536121,270080787;-560170,712884569;-600956,400038766
508;-535835,302716887;-560041,577353536;-601952,250634919
509;-535643,51129085;-559388,951028267;-604350,58784551
